index geno pheno fit
 11861534 0 1.36065 1.05956 
 11861535 1 1.01706 1.03408 
 11861536 1 0.421678 1.02426 
 11861537 1 0.409941 1.01705 
 11861538 1 0.120713 1.00375 
 11861539 1 1.82785 1.08351 
 11861540 0 0.283234 1.01374 
 11861541 0 -0.637784 0.960658 
 11861542 1 3.93734 1.23264 
 11861543 1 1.54231 1.08408 
 11861544 1 1.78936 1.09795 
 11861545 0 -0.011314 0.9993 
 11861546 0 -1.12828 0.936003 
 11861547 1 -0.647636 0.965401 
 11861548 0 0.30878 1.01324 
 11861549 0 -1.61358 0.908933 
 11861550 1 0.577754 1.0294 
 11861551 1 1.78524 1.09182 
 11861552 1 3.23975 1.19235 
 11861553 0 -0.251311 0.990079 
 11861554 0 -1.35815 0.952301 
 11861555 0 0.429674 1.02047 
 11861556 1 -0.371265 0.979696 
 11861557 1 1.6268 1.1185 
 11861558 1 0.539877 1.0251 
 11861559 1 1.03712 1.06191 
 11861560 1 0.774382 1.03086 
 11861561 1 1.07764 1.04228 
 11861562 1 -0.185475 0.990036 
 11861563 0 1.94005 1.14822 
 11861564 1 1.28424 1.07711 
 11861565 0 -0.296416 0.984105 
 11861566 1 0.759937 1.03341 
 11861567 0 1.03478 1.05594 
 11861568 1 1.47001 1.10074 
 11861569 0 -1.33177 0.947918 
 11861570 1 0.729188 1.03514 
 11861571 0 0.365732 1.01372 
 11861572 1 0.821552 1.03749 
 11861573 0 1.12356 1.0534 
 11861574 0 0.166187 1.00754 
 11861575 1 0.219045 1.00759 
 11861576 1 1.39112 1.06557 
 11861577 1 1.30148 1.06452 
 11861578 0 0.16764 1.01052 
 11861579 1 1.33545 1.05014 
 11861580 1 1.32424 1.07253 
 11861581 0 -1.1589 0.944501 
 11861582 0 -0.243958 0.989144 
 11861583 1 2.93918 1.13003 
 11861584 1 0.504202 1.03126 
 11861585 0 -0.78581 0.961905 
 11861586 1 2.99135 1.1841 
 11861587 0 -0.538229 0.970822 
 11861588 1 0.766443 1.03946 
 11861589 1 1.07103 1.05336 
 11861590 0 1.5699 1.09346 
 11861591 0 -0.359418 0.980482 
 11861592 1 -0.979247 0.951189 
 11861593 1 0.468768 1.02863 
 11861594 1 1.84742 1.08879 
 11861595 1 2.23846 1.11664 
 11861596 1 1.51897 1.06913 
 11861597 1 2.11291 1.12103 
 11861598 1 3.10556 1.15516 
 11861599 0 -1.32267 0.935339 
 11861600 0 -0.670294 0.962573 
 11861601 1 -0.173023 0.989891 
 11861602 0 -0.862363 0.958193 
 11861603 0 0.155531 1.00906 
 11861604 1 0.544846 1.02804 
 11861605 0 -1.59944 0.946626 
 11861606 0 0.191122 1.00882 
 11861607 0 -1.16554 0.94335 
 11861608 0 -0.26363 0.987495 
 11861609 0 0.140222 1.0082 
 11861610 0 -0.172996 0.993997 
 11861611 0 0.267181 1.01336 
 11861612 0 0.83955 1.01954 
 11861613 0 -0.568587 0.972572 
 11861614 0 0.712776 1.0322 
 11861615 1 1.52326 1.08011 
 11861616 1 1.61554 1.06204 
 11861617 0 -0.520562 0.981334 
 11861618 0 1.20723 1.05707 
 11861619 0 -0.262655 0.98333 
 11861620 0 -1.10725 0.951696 
 11861621 1 0.57505 1.02742 
 11861622 0 -0.055394 0.997414 
 11861623 0 0.306087 1.01595 
 11861624 1 0.981075 1.05636 
 11861625 0 -1.6031 0.901133 
 11861626 0 0.658713 1.03603 
 11861627 0 0.351814 1.01395 
 11861628 0 0.105408 1.00652 
 11861629 1 0.318741 1.01149 
 11861630 1 2.6355 1.14284 
 11861631 1 -0.797953 0.959516 
 11861632 1 1.58551 1.06209 
 11861633 1 0.361653 1.01709 
 11861634 1 0.849382 1.0394 
 11861635 1 3.00377 1.19379 
 11861636 0 0.251295 1.01195 
 11861637 0 0.902863 1.05669 
 11861638 0 0.870708 1.0587 
 11861639 0 1.40166 1.08181 
 11861640 0 -0.803001 0.95353 
 11861641 0 0.0757526 1.00343 
 11861642 0 -0.218412 0.98897 
 11861643 1 1.09122 1.052 
 11861644 1 1.03211 1.05431 
 11861645 1 2.02456 1.0948 
 11861646 0 -1.02966 0.958351 
 11861647 0 -0.3493 0.982181 
 11861648 1 1.33024 1.06793 
 11861649 1 2.01569 1.11773 
 11861650 1 0.60202 1.03136 
 11861651 1 0.963334 1.02494 
 11861652 0 1.1805 1.03174 
 11861653 0 0.0846389 1.00394 
 11861654 1 -0.724023 0.968058 
 11861655 0 -1.07206 0.951156 
 11861656 1 0.256308 1.01351 
 11861657 0 -0.606351 0.969891 
 11861658 1 0.717698 1.04341 
 11861659 1 0.938157 1.06729 
 11861660 0 0.206111 1.01171 
 11861661 1 0.710324 1.02932 
 11861662 1 1.00649 1.04204 
 11861663 1 0.683768 1.02997 
 11861664 0 -0.0661682 0.996575 
 11861665 0 -1.09592 0.958514 
 11861666 0 -0.791192 0.951768 
 11861667 0 -0.0746439 0.996687 
 11861668 1 -1.63599 0.917172 
 11861669 0 -0.637948 0.959895 
 11861670 1 -0.123286 0.994235 
 11861671 0 0.179545 1.00909 
 11861672 1 2.16589 1.09802 
 11861673 0 -0.392685 0.988272 
 11861674 1 1.6749 1.06944 
 11861675 0 -0.199248 0.990929 
 11861676 0 -0.00779265 0.999586 
 11861677 1 1.75822 1.0949 
 11861678 0 0.667152 1.03907 
 11861679 0 -1.11026 0.944017 
 11861680 1 1.7894 1.08973 
 11861681 1 1.81413 1.08586 
 11861682 0 0.167834 1.0059 
 11861683 0 0.83409 1.05675 
 11861684 0 0.0714082 1.00294 
 11861685 1 1.60206 1.05497 
 11861686 0 1.48699 1.07184 
 11861687 1 0.212219 1.01154 
 11861688 1 1.68646 1.11231 
 11861689 1 0.529323 1.01981 
 11861690 1 0.591528 1.01729 
 11861691 1 1.41973 1.0916 
 11861692 0 -0.325206 0.983034 
 11861693 1 0.852948 1.03436 
 11861694 1 -0.982107 0.955831 
 11861695 1 2.45151 1.13868 
 11861696 1 0.306189 1.01549 
 11861697 1 1.24634 1.04627 
 11861698 0 -0.884694 0.960116 
 11861699 0 -0.142209 0.995077 
 11861700 1 -0.145254 0.990958 
 11861701 0 1.2764 1.0511 
 11861702 0 0.097399 1.0044 
 11861703 0 -0.68369 0.967917 
 11861704 1 0.58024 1.03293 
 11861705 1 0.562932 1.02585 
 11861706 1 1.40591 1.07629 
 11861707 1 1.01655 1.04788 
 11861708 1 -0.188156 0.988654 
 11861709 0 2.11135 1.10576 
 11861710 0 -0.110852 0.99388 
 11861711 0 0.947455 1.05897 
 11861712 0 -1.41878 0.931398 
 11861713 0 -0.286233 0.983506 
 11861714 0 0.300213 1.01992 
 11861715 0 -0.120623 0.994581 
 11861716 0 -2.3262 0.889657 
 11861717 1 -1.11887 0.947116 
 11861718 1 1.11306 1.0596 
 11861719 0 1.20578 1.05784 
 11861720 1 1.11104 1.05284 
 11861721 1 -0.000146842 0.999993 
 11861722 0 0.760481 1.0356 
 11861723 1 -0.620637 0.971394 
 11861724 1 0.524172 1.02765 
 11861725 0 0.414188 1.02152 
 11861726 1 2.60433 1.10443 
 11861727 0 -0.0644553 0.996735 
 11861728 1 0.230634 1.0111 
 11861729 1 1.05752 1.06105 
 11861730 0 2.20117 1.1442 
 11861731 1 1.72084 1.09028 
 11861732 0 0.447268 1.01957 
 11861733 1 -1.88706 0.906626 
 11861734 0 -0.913175 0.958247 
 11861735 0 -0.641511 0.967436 
 11861736 1 2.21639 1.15243 
 11861737 1 0.572722 1.02604 
 11861738 0 0.664712 1.03329 
 11861739 1 1.19649 1.06874 
 11861740 1 0.135207 1.00596 
 11861741 0 0.206375 1.00767 
 11861742 0 -1.0966 0.934276 
 11861743 0 0.0401553 1.00218 
 11861744 1 1.13253 1.05183 
 11861745 1 1.56969 1.08805 
 11861746 0 -0.0525857 0.996842 
 11861747 0 0.00125382 1.00007 
 11861748 0 -0.463672 0.982937 
 11861749 0 1.33054 1.05401 
 11861750 1 1.79934 1.06901 
 11861751 1 -0.297589 0.985024 
 11861752 1 -0.58078 0.96851 
 11861753 1 1.20994 1.04911 
 11861754 0 -1.07913 0.953159 
 11861755 1 0.557377 1.02201 
 11861756 0 0.694665 1.03639 
 11861757 1 0.911088 1.04166 
 11861758 1 0.690084 1.01675 
 11861759 1 1.28182 1.07342 
 11861760 0 0.0459338 1.00166 
 11861761 1 1.12833 1.02745 
 11861762 1 1.5898 1.07382 
 11861763 1 0.656391 1.03768 
 11861764 0 -0.107742 0.994981 
 11861765 1 4.30676 1.22051 
 11861766 0 0.489273 1.02365 
 11861767 0 0.274064 1.01756 
 11861768 1 1.00965 1.05366 
 11861769 0 -0.550243 0.97518 
 11861770 1 0.530484 1.0299 
 11861771 1 0.897075 1.0382 
 11861772 1 1.32647 1.05615 
 11861773 0 -0.227786 0.988429 
 11861774 0 0.221099 1.01121 
 11861775 1 1.48376 1.06722 
 11861776 1 -1.34931 0.918702 
 11861777 1 2.97537 1.11714 
 11861778 1 0.0125927 1.00067 
 11861779 0 -1.04259 0.942385 
 11861780 1 2.21139 1.13529 
 11861781 1 -0.351124 0.981151 
 11861782 1 2.59146 1.14322 
 11861783 0 -0.390316 0.97586 
 11861784 1 0.985096 1.04972 
 11861785 0 -0.543944 0.968953 
 11861786 1 2.39387 1.11219 
 11861787 0 -0.804796 0.966813 
 11861788 1 1.21005 1.07036 
 11861789 1 1.96392 1.09182 
 11861790 1 0.798432 1.03282 
 11861791 0 -0.532333 0.970219 
 11861792 1 1.32923 1.05083 
 11861793 1 1.0021 1.05091 
 11861794 0 0.573289 1.02642 
 11861795 1 -0.0680599 0.995876 
 11861796 1 1.73743 1.08619 
 11861797 1 0.767392 1.02616 
 11861798 1 1.58607 1.08078 
 11861799 1 0.964332 1.0513 
 11861800 1 0.605131 1.0495 
 11861801 0 -0.653155 0.977079 
 11861802 1 2.71148 1.17448 
 11861803 1 -0.0107631 0.999599 
 11861804 0 0.530133 1.01995 
 11861805 0 0.26269 1.01169 
 11861806 1 -1.13748 0.92437 
 11861807 0 0.738616 1.05006 
 11861808 1 1.43319 1.07189 
 11861809 1 2.77954 1.14269 
 11861810 0 -1.20099 0.956498 
 11861811 0 0.967794 1.05251 
 11861812 0 1.55693 1.07466 
 11861813 1 -0.425922 0.981131 
 11861814 1 0.780419 1.04368 
 11861815 0 -0.278826 0.990168 
 11861816 1 -0.198362 0.989014 
 11861817 1 2.49072 1.09321 
 11861818 1 1.91762 1.10328 
 11861819 1 1.49313 1.06847 
 11861820 1 0.764904 1.02842 
 11861821 0 0.421881 1.02218 
 11861822 0 1.71878 1.0803 
 11861823 0 -1.07027 0.957998 
 11861824 0 0.430921 1.02098 
 11861825 0 2.00915 1.09479 
 11861826 1 -0.126228 0.997646 
 11861827 1 1.06102 1.08158 
 11861828 0 -0.175578 0.990279 
 11861829 0 0.726844 1.03957 
 11861830 0 0.819824 1.03869 
 11861831 1 1.33249 1.05399 
 11861832 1 0.866519 1.05351 
 11861833 1 0.869849 1.04604 
 11861834 1 1.32301 1.05545 
 11861835 0 -0.512262 0.979204 
 11861836 0 -0.168808 0.991307 
 11861837 1 0.339307 1.01611 
 11861838 1 0.290913 1.01482 
 11861839 0 0.164481 1.0086 
 11861840 0 0.435764 1.02073 
 11861841 0 0.621082 1.03949 
 11861842 1 1.03338 1.04769 
 11861843 1 2.42273 1.10236 
 11861844 0 -0.700473 0.963793 
 11861845 0 -1.93295 0.918114 
 11861846 0 0.874399 1.0404 
 11861847 1 1.00259 1.04306 
 11861848 1 1.13705 1.06187 
 11861849 1 2.36595 1.11933 
 11861850 1 -0.421952 0.977897 
 11861851 1 1.61471 1.08786 
 11861852 0 -0.463796 0.977246 
 11861853 0 1.16148 1.08464 
 11861854 0 0.125738 1.00705 
 11861855 1 0.816191 1.04767 
 11861856 0 -0.833265 0.965618 
 11861857 1 -0.146915 0.992931 
 11861858 1 1.24005 1.04792 
 11861859 0 0.000561376 1.00003 
 11861860 1 1.92317 1.14586 
 11861861 1 1.66039 1.09447 
 11861862 1 1.78138 1.08671 
 11861863 1 1.004 1.03538 
 11861864 1 1.23956 1.05845 
 11861865 0 -0.157414 0.992421 
 11861866 0 1.73329 1.1122 
 11861867 0 1.74852 1.101 
 11861868 1 -0.168631 0.990943 
 11861869 0 -0.592943 0.956304 
 11861870 1 -0.595837 0.971136 
 11861871 1 1.26269 1.08919 
 11861872 0 -0.662338 0.963696 
 11861873 1 0.35078 1.01489 
 11861874 0 0.577979 1.0377 
 11861875 1 0.816305 1.04102 
 11861876 0 -0.811002 0.948929 
 11861877 1 2.60758 1.10219 
 11861878 0 -0.670673 0.964301 
 11861879 1 1.46378 1.08183 
 11861880 1 1.06496 1.06195 
 11861881 1 1.11694 1.0733 
 11861882 0 -0.596957 0.973144 
 11861883 0 1.26903 1.07008 
 11861884 0 0.5944 1.0171 
 11861885 0 -0.506023 0.973214 
 11861886 1 0.698274 1.04182 
 11861887 1 -0.331458 0.984053 
 11861888 1 0.435612 1.02452 
 11861889 1 0.820591 1.04435 
 11861890 1 0.0399033 1.00184 
 11861891 0 -0.50483 0.972483 
 11861892 0 0.680385 1.03366 
 11861893 0 -0.135715 0.993956 
 11861894 1 1.68704 1.10312 
 11861895 0 -0.392568 0.980457 
 11861896 1 0.847186 1.03246 
 11861897 1 2.55705 1.12551 
 11861898 1 0.987487 1.03955 
 11861899 0 -0.885852 0.953552 
 11861900 1 2.59622 1.1441 
 11861901 1 -0.227705 0.990493 
 11861902 1 1.86682 1.09734 
 11861903 1 2.64439 1.12653 
 11861904 1 1.5662 1.09089 
 11861905 1 0.342136 1.01762 
 11861906 1 0.227763 1.01228 
 11861907 0 -0.689952 0.972448 
 11861908 1 0.0557392 1.00273 
 11861909 0 0.917944 1.05127 
 11861910 1 -1.31757 0.947856 
 11861911 0 -0.933057 0.950732 
 11861912 0 -0.61783 0.96647 
 11861913 1 0.829345 1.0449 
 11861914 0 1.22269 1.0586 
 11861915 1 0.2549 1.01148 
 11861916 1 1.87579 1.11216 
 11861917 0 0.263207 1.01169 
 11861918 1 -1.2645 0.945932 
 11861919 0 0.0356538 1.00145 
 11861920 1 0.0394906 1.00149 
 11861921 1 1.01885 1.04843 
 11861922 0 -0.669647 0.95399 
 11861923 0 -1.83444 0.928864 
 11861924 1 1.63594 1.10019 
 11861925 1 -1.07186 0.935864 
 11861926 0 2.26935 1.07871 
 11861927 1 1.23292 1.05008 
 11861928 0 -0.238383 0.984234 
 11861929 1 -0.252783 0.986692 
 11861930 1 1.10989 1.04212 
 11861931 0 0.929583 1.05476 
 11861932 0 0.939915 1.04094 
 11861933 1 0.265313 1.01353 
 11861934 0 -1.90283 0.885646 
 11861935 0 -0.730383 0.966766 
 11861936 1 1.81265 1.09991 
 11861937 1 1.32014 1.05567 
 11861938 0 0.0474782 1.00327 
 11861939 1 0.886359 1.05622 
 11861940 0 1.5473 1.08288 
 11861941 1 0.133063 1.00707 
 11861942 1 1.5925 1.07512 
 11861943 1 0.736293 1.03068 
 11861944 1 2.02647 1.09471 
 11861945 1 0.0335816 1.00177 
 11861946 0 -0.0597473 0.997516 
 11861947 0 0.760407 1.0328 
 11861948 1 1.51408 1.07405 
 11861949 1 -0.525904 0.979741 
 11861950 1 1.35867 1.07403 
 11861951 1 2.93423 1.13794 
 11861952 1 2.41628 1.13783 
 11861953 0 1.09273 1.08467 
 11861954 1 -0.133906 0.992139 
 11861955 0 -1.87285 0.912017 
 11861956 0 -0.714613 0.960626 
 11861957 1 1.32765 1.07043 
 11861958 0 -2.13029 0.919241 
 11861959 1 2.76877 1.18595 
 11861960 0 -0.72081 0.976431 
 11861961 0 0.400684 1.02434 
 11861962 0 0.636815 1.02489 
 11861963 0 0.113935 1.0059 
 11861964 0 0.510785 1.01971 
 11861965 0 0.997116 1.04176 
 11861966 0 -1.29582 0.934675 
 11861967 0 -0.229161 0.981227 
 11861968 1 2.08036 1.13063 
 11861969 1 0.891295 1.03808 
 11861970 0 -0.20322 0.986448 
 11861971 1 1.20527 1.04539 
 11861972 0 0.587844 1.03667 
 11861973 1 0.563592 1.03421 
 11861974 0 -0.77731 0.962139 
 11861975 0 0.184527 1.01195 
 11861976 0 2.13832 1.08719 
 11861977 0 0.873185 1.04993 
 11861978 1 2.65545 1.15781 
 11861979 0 -2.20399 0.884497 
 11861980 1 0.693901 1.02689 
 11861981 0 -1.47505 0.946956 
 11861982 1 -1.31423 0.944047 
 11861983 1 -0.221637 0.985398 
 11861984 0 0.0326249 1.00154 
 11861985 1 2.12704 1.11716 
 11861986 1 1.43897 1.0673 
 11861987 0 -1.77934 0.882554 
 11861988 0 0.332753 1.0185 
 11861989 1 0.942704 1.03741 
 11861990 1 0.984824 1.05639 
 11861991 1 0.0258758 1.00156 
 11861992 0 -0.209601 0.987823 
 11861993 0 -2.02007 0.902416 
 11861994 0 -1.78625 0.942941 
 11861995 0 0.421405 1.02034 
 11861996 1 -0.0766893 0.995446 
 11861997 0 -0.0668497 0.996706 
 11861998 0 0.271262 1.01423 
 11861999 1 2.84078 1.1141 
 11862000 1 0.339728 1.01887 
 11862001 1 0.919429 1.04749 
 11862002 0 -0.908323 0.9589 
 11862003 0 -0.525504 0.978057 
 11862004 0 -0.0857565 0.996252 
 11862005 1 -0.262941 0.988932 
 11862006 0 -2.19034 0.909374 
 11862007 1 1.54917 1.07291 
 11862008 1 0.102439 1.00595 
 11862009 0 -1.14698 0.944706 
 11862010 1 2.23702 1.10817 
 11862011 0 -2.23706 0.857296 
 11862012 0 0.989755 1.05655 
 11862013 0 -0.627906 0.975081 
 11862014 1 1.71071 1.0906 
 11862015 1 0.936782 1.04316 
 11862016 0 -0.395903 0.982326 
 11862017 0 0.384822 1.01899 
 11862018 0 0.97389 1.03916 
 11862019 1 1.04534 1.05115 
 11862020 1 0.0477668 1.00226 
 11862021 1 1.81228 1.08053 
 11862022 0 0.648992 1.04171 
 11862023 1 -0.366614 0.97778 
 11862024 1 1.36813 1.0796 
 11862025 0 -0.217906 0.988274 
 11862026 1 0.474927 1.02988 
 11862027 0 1.77002 1.0585 
 11862028 1 0.804468 1.03898 
 11862029 0 1.00737 1.03702 
 11862030 1 1.13681 1.07839 
 11862031 1 0.784605 1.04668 
 11862032 1 2.44328 1.12341 
 11862033 1 0.973107 1.042 
 11862034 1 0.835655 1.04715 
 11862035 1 1.46539 1.07188 
 11862036 1 1.67541 1.09275 
 11862037 1 0.287434 1.02459 
 11862038 1 1.9885 1.08065 
 11862039 1 1.98682 1.0917 
 11862040 1 -0.662389 0.965693 
 11862041 0 -0.468973 0.975333 
 11862042 0 0.823526 1.04025 
 11862043 1 1.21599 1.05652 
 11862044 0 -0.355086 0.984093 
 11862045 1 1.11852 1.0548 
 11862046 1 2.5448 1.11282 
 11862047 1 1.36328 1.05884 
 11862048 0 -2.00679 0.890518 
 11862049 1 1.44232 1.07676 
 11862050 1 4.14425 1.16011 
 11862051 1 0.995096 1.05905 
 11862052 0 1.42209 1.07437 
 11862053 0 1.58699 1.06598 
 11862054 1 -0.702228 0.963443 
 11862055 0 0.728754 1.03446 
 11862056 0 -1.71384 0.973238 
 11862057 0 -0.728166 0.955708 
 11862058 0 -1.17628 0.94106 
 11862059 1 2.25731 1.07955 
 11862060 0 -1.09952 0.944735 
 11862061 0 -0.448067 0.984927 
 11862062 0 -0.642077 0.973088 
 11862063 1 1.47292 1.05299 
 11862064 0 0.931688 1.06441 
 11862065 1 0.804695 1.05685 
 11862066 1 0.316437 1.01585 
 11862067 0 -0.600659 0.967766 
 11862068 1 2.03993 1.10043 
 11862069 0 -0.813698 0.96364 
 11862070 1 0.836357 1.03916 
 11862071 1 0.933626 1.04656 
 11862072 0 0.719994 1.03805 
 11862073 0 -0.56349 0.969616 
 11862074 1 0.92861 1.0549 
 11862075 0 1.47494 1.09672 
 11862076 1 2.2816 1.0945 
 11862077 0 -0.0126557 0.999554 
 11862078 1 2.28533 1.15503 
 11862079 1 2.05036 1.12122 
 11862080 1 1.7648 1.08569 
 11862081 0 -0.965765 0.944859 
 11862082 1 0.259704 1.01674 
 11862083 1 0.591556 1.04088 
 11862084 1 2.33494 1.09575 
 11862085 0 -0.684614 0.964066 
 11862086 0 0.801047 1.05921 
 11862087 0 -0.365553 0.990679 
 11862088 1 0.973287 1.04936 
 11862089 0 0.187199 1.00902 
 11862090 0 0.13296 1.00571 
 11862091 1 -0.363382 0.990874 
 11862092 0 -0.28422 0.98948 
 11862093 0 1.02791 1.06096 
 11862094 0 -0.582912 0.967 
 11862095 1 3.38321 1.13434 
 11862096 1 0.966905 1.04477 
 11862097 0 0.136895 1.00752 
 11862098 1 0.764596 1.03073 
 11862099 1 -1.14091 0.936032 
 11862100 1 -0.840285 0.967945 
 11862101 0 1.28229 1.04769 
 11862102 0 1.16566 1.068 
 11862103 0 1.40788 1.07221 
 11862104 1 0.341449 1.01483 
 11862105 1 1.00306 1.03972 
 11862106 1 0.932523 1.05225 
 11862107 0 -0.156575 0.990583 
 11862108 0 0.288343 1.01207 
 11862109 0 -0.118798 0.993543 
 11862110 1 1.71267 1.08252 
 11862111 0 -0.349516 0.986171 
 11862112 1 3.31807 1.13317 
 11862113 0 0.239257 1.01173 
 11862114 1 1.22262 1.06065 
 11862115 0 1.10825 1.06702 
 11862116 1 -1.05909 0.957581 
 11862117 1 1.20703 1.05124 
 11862118 1 0.849972 1.04932 
 11862119 0 -0.484641 0.983105 
 11862120 0 -0.760652 0.962196 
 11862121 0 0.658955 1.03655 
 11862122 0 0.286247 1.01228 
 11862123 0 -0.00168771 0.999927 
 11862124 0 -0.246009 0.988123 
 11862125 0 -0.3383 0.982368 
 11862126 0 -0.507674 0.979918 
 11862127 0 -0.806598 0.962005 
 11862128 1 -0.191206 0.992133 
 11862129 1 1.65559 1.10208 
 11862130 0 -0.881598 0.95871 
 11862131 0 1.42566 1.07464 
 11862132 1 -0.333174 0.988837 
 11862133 1 2.0517 1.11702 
 11862134 1 -1.06782 0.939778 
 11862135 1 1.33188 1.05712 
 11862136 0 -1.21824 0.936416 
 11862137 1 0.933188 1.04725 
 11862138 1 0.155685 1.00619 
 11862139 0 0.928056 1.05974 
 11862140 1 1.07391 1.05433 
 11862141 1 1.48315 1.07145 
 11862142 1 2.10336 1.07282 
 11862143 1 1.28989 1.04929 
 11862144 1 1.98421 1.1194 
 11862145 0 -0.669146 0.97591 
 11862146 1 -0.706769 0.969709 
 11862147 1 0.501058 1.03457 
 11862148 1 1.80404 1.08475 
 11862149 1 1.26501 1.0507 
 11862150 1 2.09709 1.11976 
 11862151 0 -0.980444 0.950879 
 11862152 1 2.43477 1.11434 
 11862153 0 -1.71113 0.927278 
 11862154 0 -0.663345 0.974258 
 11862155 1 -0.773359 0.966074 
 11862156 0 -1.41038 0.942901 
 11862157 1 3.1376 1.12861 
 11862158 0 0.610429 1.02352 
 11862159 0 -0.246222 0.990862 
 11862160 0 -1.75503 0.933023 
 11862161 0 0.383953 1.01417 
 11862162 1 1.59093 1.06225 
 11862163 0 1.4835 1.08015 
 11862164 0 -0.766869 0.949924 
 11862165 1 0.499343 1.03164 
 11862166 0 -0.0911566 0.995909 
 11862167 1 0.749322 1.03239 
 11862168 0 1.80731 1.10297 
 11862169 1 1.20441 1.06625 
 11862170 1 -0.377234 0.984639 
 11862171 0 0.994325 1.03564 
 11862172 0 1.44304 1.0727 
 11862173 1 2.08644 1.08509 
 11862174 1 2.37015 1.15328 
 11862175 0 -0.331712 0.984753 
 11862176 0 -0.230455 0.988622 
 11862177 1 1.94521 1.11704 
 11862178 0 0.389722 1.02293 
 11862179 0 -0.355932 0.983109 
 11862180 1 1.19995 1.06773 
 11862181 0 -1.88568 0.911776 
 11862182 0 1.50093 1.07392 
 11862183 0 -2.0622 0.89961 
 11862184 1 -0.105551 0.995967 
 11862185 0 1.35707 1.07098 
 11862186 0 -1.16028 0.939848 
 11862187 1 0.24796 1.01493 
 11862188 1 -0.15268 0.994501 
 11862189 1 1.9932 1.09182 
 11862190 1 0.708543 1.04036 
 11862191 0 0.938997 1.03888 
 11862192 1 1.5108 1.08697 
 11862193 1 -0.419167 0.979992 
 11862194 1 -0.591673 0.980729 
 11862195 1 -0.982852 0.94644 
 11862196 0 -0.32821 0.982409 
 11862197 1 -0.200233 0.988109 
 11862198 0 0.102441 1.0042 
 11862199 1 0.91202 1.03654 
 11862200 0 0.0775735 1.00495 
 11862201 0 0.416068 1.02028 
 11862202 1 0.64776 1.03144 
 11862203 1 1.20189 1.04531 
 11862204 0 1.43922 1.09443 
 11862205 1 1.7813 1.08972 
 11862206 0 0.881861 1.0376 
 11862207 1 0.106253 1.007 
 11862208 0 0.756107 1.0222 
 11862209 0 0.401241 1.01701 
 11862210 0 1.69649 1.0878 
 11862211 0 1.27914 1.05536 
 11862212 0 0.845447 1.04343 
 11862213 1 -0.61343 0.970985 
 11862214 0 0.121666 1.00403 
 11862215 0 -0.0611049 0.996693 
 11862216 1 1.44685 1.03527 
 11862217 0 -0.441984 0.982949 
 11862218 0 0.538742 1.03077 
 11862219 1 -0.457341 0.972953 
 11862220 0 1.02211 1.05145 
 11862221 1 -0.175069 0.992133 
 11862222 1 -0.177452 0.990304 
 11862223 1 -0.663538 0.964263 
 11862224 0 -0.481553 0.971629 
 11862225 0 1.80912 1.09114 
 11862226 0 0.681914 1.02659 
 11862227 1 1.61009 1.10189 
 11862228 1 1.21545 1.06951 
 11862229 1 0.417343 1.02406 
 11862230 1 0.541831 1.02628 
 11862231 0 0.882478 1.0404 
 11862232 0 0.0649872 1.00411 
 11862233 1 1.92431 1.12784 
 11862234 1 0.887268 1.0363 
 11862235 0 0.846521 1.05107 
 11862236 0 0.687809 1.02942 
 11862237 1 0.23306 1.0135 
 11862238 0 -1.46122 0.935082 
 11862239 0 -0.242023 0.986566 
 11862240 1 1.00558 1.06109 
 11862241 1 0.941579 1.03837 
 11862242 1 2.62184 1.16326 
 11862243 0 -0.222357 0.988717 
 11862244 1 2.72711 1.13934 
 11862245 1 2.0971 1.11274 
 11862246 0 1.37333 1.06343 
 11862247 1 2.61482 1.12352 
 11862248 0 -0.761433 0.961575 
 11862249 0 -0.546504 0.957866 
 11862250 0 -1.08602 0.959077 
 11862251 0 -0.296605 0.986234 
 11862252 1 2.64011 1.11754 
 11862253 1 0.375391 1.01071 
 11862254 0 1.57847 1.06967 
 11862255 0 -0.164315 0.990244 
 11862256 1 0.80396 1.03988 
 11862257 0 2.47684 1.1384 
 11862258 1 1.52493 1.09063 
 11862259 1 -0.178453 0.992065 
 11862260 1 0.418161 1.02486 
 11862261 1 1.63412 1.04664 
 11862262 1 1.01027 1.05455 
 11862263 1 -0.269329 0.984652 
 11862264 0 1.69884 1.07962 
 11862265 1 2.00878 1.11689 
 11862266 1 0.739544 1.03744 
 11862267 0 1.17562 1.03429 
 11862268 0 -0.866188 0.97579 
 11862269 1 0.972328 1.04288 
 11862270 0 -1.16413 0.924028 
 11862271 0 -0.515957 0.97441 
 11862272 0 -1.14558 0.935644 
 11862273 0 0.0399544 1.00214 
 11862274 0 1.32636 1.05709 
 11862275 1 -1.04661 0.948394 
 11862276 0 0.62504 1.02367 
 11862277 0 -0.379144 0.985246 
 11862278 1 1.63287 1.08747 
 11862279 1 -0.0958313 0.994831 
 11862280 1 1.17086 1.04394 
 11862281 0 -1.41251 0.943815 
 11862282 0 -0.52261 0.97898 
 11862283 1 1.76816 1.06575 
 11862284 0 -1.72941 0.919236 
 11862285 0 2.61071 1.14999 
 11862286 0 -0.45491 0.971397 
 11862287 1 1.44998 1.0808 
 11862288 0 -0.465124 0.97367 
 11862289 0 0.0142798 1.00075 
 11862290 0 -0.335197 0.9841 
 11862291 0 -0.684237 0.966573 
 11862292 1 -0.0729055 0.99671 
 11862293 0 1.27556 1.04842 
 11862294 0 -1.03282 0.965749 
