index geno pheno fit children
12325441 0 -0.51875 0.968993 4
12325442 1 -0.0281965 1.01046 2
12325443 2 2.90769 1.13896 2
12325444 1 0.701948 1.01295 7
12325445 1 -0.0413787 0.994381 2
12325446 1 -0.620554 0.960313 1
12325447 0 -1.97735 0.88732 2
12325448 0 -1.0481 0.947952 2
12325449 0 0.580903 1.00804 3
12325450 0 1.1064 1.04948 5
12325451 0 -1.27658 0.935847 2
12325452 2 2.54064 1.11771 3
12325453 0 -0.628696 0.966134 0
12325454 2 1.64156 1.07722 3
12325455 0 0.0485994 0.988679 2
12325456 2 2.04835 1.10614 1
12325457 2 0.0351767 1.00638 1
12325458 1 1.81802 1.08528 0
12325459 1 -0.173754 0.985932 1
12325460 0 2.09299 1.10186 1
12325461 0 0.567369 1.03451 2
12325462 2 0.692506 1.03446 0
12325463 2 1.81454 1.10283 0
12325464 0 0.823593 1.04818 1
12325465 1 3.13816 1.16584 2
12325466 1 0.957267 1.04476 1
12325467 2 1.86314 1.09694 1
12325468 2 2.74903 1.15596 0
12325469 1 1.04809 1.05002 8
12325470 0 -1.74029 0.924742 3
12325471 1 2.25367 1.11454 2
12325472 0 -0.358483 0.98442 1
12325473 0 0.223136 1.0093 1
12325474 2 2.83322 1.16049 3
12325475 0 -0.514799 0.96561 2
12325476 2 1.53518 1.08471 3
12325477 1 0.937222 1.05241 4
12325478 1 1.8601 1.08002 3
12325479 2 3.39779 1.17926 1
12325480 0 -0.19259 0.992315 1
12325481 1 1.00316 1.04915 1
12325482 0 0.615855 1.03687 4
12325483 1 1.43496 1.08103 3
12325484 2 3.71765 1.19553 1
12325485 1 1.16478 1.05213 1
12325486 1 1.04018 1.04885 0
12325487 1 1.50214 1.08027 0
12325488 2 0.269016 1.02389 1
12325489 1 3.1491 1.16845 0
12325490 0 -1.95473 0.893128 2
12325491 1 1.28829 1.04875 2
12325492 0 0.452352 1.01665 0
12325493 0 0.949344 1.04717 2
12325494 1 1.3726 1.06408 2
12325495 1 0.351232 1.04977 0
12325496 0 0.502589 1.03581 4
12325497 0 0.713224 1.02823 6
12325498 0 -2.16937 0.868986 1
12325499 1 0.588253 1.02187 3
12325500 0 2.40601 1.10987 1
12325501 2 2.88885 1.14138 2
12325502 1 1.00786 1.0415 1
12325503 0 -0.649165 0.967732 5
12325504 0 0.223991 1.0116 2
12325505 1 0.0212043 1.01358 1
12325506 1 0.933726 1.03687 1
12325507 1 1.89145 1.09845 0
12325508 1 0.0859102 1.0118 2
12325509 1 0.153585 1.01148 2
12325510 2 2.88337 1.15672 1
12325511 1 -0.173503 0.976425 0
12325512 2 2.85891 1.13115 0
12325513 1 2.21285 1.10752 2
12325514 1 1.22547 1.06756 2
12325515 1 2.3853 1.12286 1
12325516 0 -0.399434 0.984095 2
12325517 1 1.85048 1.09381 3
12325518 2 2.71208 1.14518 1
12325519 1 1.32621 1.06779 3
12325520 0 0.193086 0.997423 4
12325521 0 0.535997 1.02208 1
12325522 1 0.0872137 1.00843 1
12325523 1 1.20848 1.05621 2
12325524 1 -2.39473 0.893082 3
12325525 1 1.25925 1.07139 4
12325526 1 0.263568 1.02104 1
12325527 0 1.02397 1.0414 2
12325528 1 1.69078 1.08106 0
12325529 1 0.613625 1.02173 1
12325530 0 -0.76608 0.959262 3
12325531 0 0.783842 1.0299 1
12325532 2 1.87524 1.0896 1
12325533 1 1.44379 1.0674 2
12325534 2 3.43638 1.15844 0
12325535 1 1.33572 1.07678 2
12325536 0 -0.998557 0.96096 1
12325537 1 0.742568 1.03207 3
12325538 0 -0.100431 0.997738 3
12325539 2 2.48829 1.11428 2
12325540 0 -0.309931 0.973388 2
12325541 1 0.479302 1.04044 1
12325542 1 0.638206 1.03206 1
12325543 1 1.27277 1.06676 3
12325544 1 1.12818 1.05672 5
12325545 1 1.63986 1.06262 2
12325546 0 1.29285 1.07188 1
12325547 1 0.825926 1.05169 2
12325548 1 0.979522 1.04519 3
12325549 2 3.50363 1.17912 2
12325550 0 -0.257005 0.987768 2
12325551 1 2.01406 1.10238 2
12325552 1 3.12924 1.15487 4
12325553 2 0.628551 1.04192 2
12325554 0 -0.55121 0.976161 0
12325555 1 0.315125 1.01398 1
12325556 0 -0.135099 0.992288 3
12325557 1 0.214676 1.02161 0
12325558 1 0.795577 1.05168 2
12325559 1 0.923122 1.05693 4
12325560 0 0.141116 0.997036 0
12325561 0 -0.0626607 0.994959 2
12325562 1 1.46888 1.062 2
12325563 0 -1.43034 0.919459 1
12325564 1 -0.868269 0.9697 1
12325565 0 0.720278 1.03056 1
12325566 1 1.85621 1.09663 0
12325567 2 2.46058 1.1194 0
12325568 1 1.13487 1.05446 2
12325569 1 1.73177 1.09772 1
12325570 0 0.447152 1.00467 1
12325571 0 -0.130432 0.987382 4
12325572 1 -0.264309 0.984376 0
12325573 1 0.0755117 1.00356 2
12325574 0 -0.854123 0.952929 2
12325575 1 4.0602 1.1918 1
12325576 0 0.0451802 1.00238 4
12325577 1 -0.0389547 0.98422 0
12325578 2 2.27286 1.08828 2
12325579 0 -1.10173 0.947253 1
12325580 1 1.23344 1.07526 1
12325581 0 0.647922 1.04147 3
12325582 1 1.77041 1.08883 2
12325583 1 -1.9019 0.914218 2
12325584 2 1.31218 1.05682 0
12325585 0 0.54565 1.01658 2
12325586 1 0.0407012 0.994788 4
12325587 1 2.33465 1.12788 0
12325588 1 0.983007 1.05911 2
12325589 2 2.74934 1.15634 2
12325590 0 0.63461 1.02246 3
12325591 1 2.9734 1.14876 0
12325592 0 0.0904447 1.00462 2
12325593 1 0.72521 1.03796 0
12325594 1 3.1658 1.15974 7
12325595 0 -0.547725 0.95234 1
12325596 2 1.64021 1.07073 0
12325597 1 0.875155 1.04998 6
12325598 0 0.233567 1.02453 4
12325599 2 2.53248 1.13642 1
12325600 0 0.19055 1.04105 0
12325601 2 2.12822 1.11403 0
12325602 1 2.171 1.09855 0
12325603 2 0.951625 1.0323 2
12325604 1 -1.07212 0.944985 2
12325605 2 2.12852 1.10746 2
12325606 2 2.50486 1.12237 2
12325607 1 1.15987 1.05005 3
12325608 0 2.12516 1.10888 4
12325609 2 3.07393 1.14189 3
12325610 2 2.68396 1.13807 1
12325611 0 -0.0605713 0.987947 2
12325612 1 1.63624 1.0646 1
12325613 0 -0.584267 0.961323 1
12325614 1 0.933007 1.04216 3
12325615 2 1.41928 1.08185 3
12325616 0 2.05795 1.10053 1
12325617 1 0.783957 1.05156 2
12325618 0 0.796346 1.04237 2
12325619 1 3.45421 1.16909 1
12325620 2 2.40856 1.10771 1
12325621 1 1.75722 1.08062 1
12325622 1 -0.0717354 1.00542 0
12325623 1 2.20637 1.11292 5
12325624 0 -0.0238563 0.989288 1
12325625 1 0.464593 1.01478 2
12325626 1 0.967098 1.05085 2
12325627 2 3.44303 1.17344 3
12325628 1 0.114568 1.00504 0
12325629 1 -0.0555794 0.987725 0
12325630 0 0.569814 1.05 1
12325631 1 2.44754 1.13528 0
12325632 0 -1.5849 0.923019 1
12325633 1 0.886863 1.06532 3
12325634 1 1.9863 1.12125 3
12325635 0 1.51226 1.06747 3
12325636 1 0.245551 1.01421 1
12325637 1 0.431687 1.04326 2
12325638 1 2.08109 1.11308 2
12325639 1 1.24975 1.05427 0
12325640 0 -1.71636 0.921411 2
12325641 0 0.263256 1.02608 0
12325642 1 1.00056 1.05724 1
12325643 1 2.11852 1.10666 3
12325644 1 0.859366 1.03589 3
12325645 0 -0.846918 0.961474 2
12325646 0 0.411382 1.02149 3
12325647 0 0.364484 1.01229 2
12325648 1 0.576051 1.02178 2
12325649 1 -0.341656 0.984399 0
12325650 0 -0.813421 0.954959 1
12325651 1 1.12132 1.03354 4
12325652 1 1.16192 1.07518 1
12325653 1 1.80156 1.09253 3
12325654 1 -0.905386 0.955841 1
12325655 1 1.03055 1.05127 2
12325656 1 0.66349 1.0212 2
12325657 1 1.27257 1.04244 3
12325658 2 0.662306 1.02554 2
12325659 2 0.349026 1.01726 1
12325660 1 3.07239 1.14912 2
12325661 0 1.29399 1.0547 0
12325662 0 0.640712 1.03103 2
12325663 1 0.313201 1.03054 3
12325664 1 2.86783 1.14612 0
12325665 1 3.70993 1.17504 2
12325666 1 1.53065 1.08271 2
12325667 0 1.41722 1.06448 3
12325668 0 -0.56186 0.971481 1
12325669 0 0.437442 1.02355 1
12325670 2 1.63336 1.08135 2
12325671 0 -1.16089 0.932121 2
12325672 2 2.99203 1.14945 3
12325673 1 4.36961 1.20006 0
12325674 0 -0.476905 0.971471 3
12325675 2 2.39935 1.09602 2
12325676 0 0.997465 1.05351 1
12325677 1 1.36629 1.06585 3
12325678 1 1.77932 1.09009 3
12325679 0 1.12014 1.07223 2
12325680 1 0.456222 1.03746 2
12325681 1 0.255937 1.01375 2
12325682 2 0.912158 1.03552 2
12325683 0 -0.504204 0.980233 2
12325684 1 0.912207 1.05828 1
12325685 1 1.76222 1.08844 1
12325686 2 2.85129 1.14679 0
12325687 1 1.11853 1.05681 2
12325688 1 0.785712 1.03943 2
12325689 0 0.493811 1.0307 2
12325690 1 -0.153528 0.985509 3
12325691 1 2.13353 1.08947 3
12325692 0 0.458064 1.02224 1
12325693 0 1.1465 1.065 1
12325694 2 3.25913 1.16039 2
12325695 1 0.471288 1.0268 1
12325696 0 -0.0604317 1.00598 3
12325697 0 -0.15349 0.993226 3
12325698 1 1.59654 1.08018 2
12325699 1 0.729643 1.0248 1
12325700 1 2.26379 1.11544 4
12325701 1 2.2122 1.08999 2
12325702 0 -0.480117 0.981516 2
12325703 0 0.93718 1.04881 3
12325704 1 -1.35825 0.926523 1
12325705 1 1.08226 1.04296 2
12325706 0 0.80932 1.0323 3
12325707 0 -0.0103132 0.999719 2
12325708 2 3.5065 1.18527 1
12325709 1 1.82167 1.08971 3
12325710 1 1.85348 1.07385 1
12325711 0 0.448878 1.04124 4
12325712 0 -0.323508 0.978771 2
12325713 1 1.72543 1.08641 1
12325714 1 -0.315045 0.998126 1
12325715 0 -0.485118 0.982693 1
12325716 0 -1.24756 0.953154 2
12325717 1 1.79152 1.08601 1
12325718 1 1.3783 1.06495 2
12325719 0 0.0345845 1.00814 4
12325720 1 -0.613007 0.979375 5
12325721 2 2.25395 1.09581 1
12325722 1 1.8673 1.07902 3
12325723 0 0.355233 1.02029 2
12325724 1 2.89675 1.13977 1
12325725 1 2.43599 1.12145 2
12325726 2 1.44821 1.06747 1
12325727 2 0.239691 1.00489 3
12325728 1 0.677431 1.02381 2
12325729 0 0.00240695 1.00664 0
12325730 1 0.766034 1.02232 5
12325731 1 0.324985 1.01458 3
12325732 1 1.71372 1.08139 3
12325733 2 0.693931 1.03957 2
12325734 2 0.816942 1.05341 3
12325735 2 1.91577 1.09248 4
12325736 1 0.516653 1.00798 1
12325737 1 0.978833 1.02971 0
12325738 1 0.2966 1.01627 2
12325739 1 1.76918 1.08239 2
12325740 0 -2.65621 0.858567 4
12325741 1 2.43518 1.10297 5
12325742 2 3.31055 1.16806 2
12325743 0 0.339243 1.02375 3
12325744 1 0.374788 1.0364 3
12325745 1 0.710187 1.02313 2
12325746 0 0.649722 1.03339 2
12325747 2 -0.129401 1.00375 1
12325748 0 -0.276335 0.984274 2
12325749 2 2.09924 1.10569 3
12325750 1 0.735709 1.03543 0
12325751 1 0.0370043 1.01216 2
12325752 1 2.0754 1.11384 1
12325753 2 0.435672 1.01711 2
12325754 0 0.348719 1.01911 5
12325755 1 2.28814 1.10807 3
12325756 1 1.0714 1.05894 2
12325757 2 2.41884 1.12227 2
12325758 1 2.39355 1.13625 3
12325759 1 3.14421 1.15503 1
12325760 2 2.75394 1.13464 2
12325761 1 0.0303311 0.985862 1
12325762 2 1.46448 1.06671 1
12325763 1 1.42212 1.07135 2
12325764 1 1.1388 1.04962 1
12325765 2 1.16089 1.05493 3
12325766 2 2.98595 1.14964 3
12325767 1 0.731788 1.03433 1
12325768 1 0.585782 1.04352 3
12325769 1 -0.384069 0.974956 2
12325770 1 1.40041 1.07026 1
12325771 0 0.403646 1.02761 4
12325772 2 1.61599 1.07432 3
12325773 1 0.433393 1.01645 2
12325774 1 2.34006 1.11899 3
12325775 0 0.529529 1.01617 0
12325776 0 -0.213994 0.990911 2
12325777 0 1.06125 1.04555 3
12325778 2 1.94306 1.1191 2
12325779 0 -0.334286 0.980204 0
12325780 0 -1.00559 0.961493 3
12325781 1 0.925742 1.04754 1
12325782 2 1.61265 1.08227 4
12325783 1 1.46451 1.06879 3
12325784 1 1.62244 1.07775 2
12325785 1 1.4965 1.06634 1
12325786 0 -0.83581 0.95959 2
12325787 0 0.847721 1.03588 2
12325788 0 -0.052211 0.981063 2
12325789 0 -0.442845 0.984242 6
12325790 0 0.405515 1.02347 1
12325791 1 0.93569 1.05078 1
12325792 0 0.677119 1.03542 2
12325793 2 0.866972 1.04924 3
12325794 1 1.26345 1.07427 0
12325795 1 1.17427 1.05333 1
12325796 0 -0.171128 0.97471 5
12325797 1 -0.376645 0.982655 5
12325798 0 0.0266576 0.983373 1
12325799 1 0.818404 1.03976 3
12325800 1 1.70382 1.08504 3
12325801 1 0.553877 1.04387 2
12325802 0 0.323252 1.02114 2
12325803 0 0.0899086 1.00376 4
12325804 0 1.00401 1.03382 3
12325805 2 1.4631 1.06935 1
12325806 1 1.78383 1.0957 2
12325807 1 0.766274 1.04002 1
12325808 1 1.39062 1.06486 1
12325809 1 0.830965 1.04085 2
12325810 0 -0.160383 0.994784 2
12325811 1 1.40649 1.07377 2
12325812 1 0.412266 1.04134 3
12325813 0 -1.90663 0.894804 3
12325814 2 1.00954 1.05405 1
12325815 1 0.864404 1.03618 0
12325816 2 3.4834 1.17456 1
12325817 1 0.0676126 1.01306 2
12325818 1 0.613975 1.03198 1
12325819 1 -0.609072 0.971659 2
12325820 0 0.403319 1.0201 0
12325821 0 -0.251057 0.986967 1
12325822 0 -0.0226207 1.00156 3
12325823 1 0.34369 1.0076 1
12325824 2 0.4373 1.02779 3
12325825 1 1.22587 1.05739 0
12325826 0 -0.708106 0.958374 0
12325827 0 -0.667806 0.962648 1
12325828 1 3.31443 1.15905 0
12325829 1 -0.6482 0.957122 2
12325830 0 -0.0571524 1.00748 2
12325831 1 0.510341 1.02025 2
12325832 0 0.31577 1.01715 1
12325833 1 -0.260776 0.989795 1
12325834 1 2.14334 1.10839 2
12325835 1 -0.949487 0.947876 4
12325836 1 0.480558 1.03664 1
12325837 2 1.23325 1.04969 3
12325838 0 -0.597916 0.971668 0
12325839 1 1.60469 1.08283 1
12325840 1 0.106278 1.00525 6
12325841 1 -0.709368 0.954997 0
12325842 2 1.93554 1.08363 0
12325843 0 1.12419 1.05334 1
12325844 0 0.25459 1.01948 5
12325845 0 -1.03846 0.952065 0
12325846 1 1.10317 1.0462 1
12325847 0 -0.370452 0.98459 2
12325848 1 -0.445326 0.978508 1
12325849 1 0.941952 1.04307 2
12325850 0 -0.907537 0.96847 0
12325851 0 -0.083218 0.986261 2
12325852 1 0.743481 1.02873 2
12325853 0 2.43465 1.12288 2
12325854 0 0.501531 1.02287 6
12325855 0 -0.521677 0.962359 2
12325856 2 1.5815 1.08695 0
12325857 1 0.59469 1.02567 1
12325858 2 2.15212 1.10663 2
12325859 1 0.727635 1.03406 2
12325860 2 2.08192 1.11363 1
12325861 0 -0.477076 1.00243 0
12325862 0 -0.495643 0.977203 2
12325863 0 0.199074 1.01075 0
12325864 0 -0.273264 0.968634 3
12325865 0 -0.186432 0.979365 2
12325866 1 0.750872 1.03571 1
12325867 1 1.90337 1.09287 2
12325868 2 1.19327 1.05745 2
12325869 1 0.650528 1.0199 1
12325870 0 0.656892 1.03651 2
12325871 0 0.307437 1.01927 3
12325872 1 1.28143 1.06291 2
12325873 1 1.20022 1.04481 1
12325874 1 1.14324 1.06671 0
12325875 2 3.90532 1.211 2
12325876 0 -0.872883 0.951086 1
12325877 1 0.701409 1.02944 2
12325878 1 0.977012 1.06823 1
12325879 1 1.42529 1.06415 3
12325880 2 1.7853 1.09841 2
12325881 0 -1.7088 0.915185 2
12325882 0 1.96226 1.10686 4
12325883 0 1.38557 1.07271 1
12325884 1 2.20209 1.10887 1
12325885 1 0.743993 1.01811 3
12325886 1 -0.325797 0.997463 2
12325887 1 3.19599 1.18693 1
12325888 1 0.119988 1.00223 0
12325889 1 1.26626 1.06854 0
12325890 0 -0.19616 0.986094 1
12325891 1 0.554756 1.02023 1
12325892 1 2.36537 1.11736 2
12325893 1 1.18221 1.05017 2
12325894 0 0.236827 1.00456 0
12325895 2 1.85001 1.08907 1
12325896 0 0.224555 0.992804 1
12325897 0 0.864762 1.04318 3
12325898 1 -0.549805 0.974154 1
12325899 2 1.43158 1.08133 0
12325900 0 0.684234 1.03619 2
12325901 2 3.08508 1.15637 2
12325902 0 -0.331981 0.980705 1
12325903 0 -0.400958 0.977105 2
12325904 0 -0.315195 1.00027 3
12325905 1 0.863504 1.03188 3
12325906 2 3.25496 1.16422 2
12325907 1 0.822101 1.04733 3
12325908 0 0.904904 1.04056 3
12325909 2 -0.00758326 1.01862 2
12325910 2 1.96175 1.10692 1
12325911 0 0.520984 1.0252 3
12325912 1 1.20893 1.05983 1
12325913 1 -0.881141 0.960423 1
12325914 1 0.323504 1.02413 0
12325915 2 0.846571 1.04256 1
12325916 1 1.82591 1.091 3
12325917 1 1.1208 1.05704 3
12325918 1 0.30626 1.01476 1
12325919 2 2.24524 1.13692 5
12325920 0 0.612264 1.03878 2
12325921 0 -0.212133 0.994829 5
12325922 1 2.71755 1.13689 3
12325923 0 -0.604743 0.978105 2
12325924 2 3.26884 1.16303 4
12325925 0 -0.385466 0.983086 5
12325926 0 -0.972677 0.952643 2
12325927 0 -0.2129 0.997897 1
12325928 0 0.681095 1.01988 4
12325929 0 -0.755716 0.975164 2
12325930 1 0.919547 1.05027 1
12325931 2 1.38352 1.06487 3
12325932 0 0.456712 1.01 3
12325933 2 3.17159 1.15116 2
12325934 0 0.538693 1.01769 3
12325935 0 -2.0717 0.905834 1
12325936 1 2.09083 1.07932 2
12325937 1 -0.350773 0.982377 2
12325938 0 0.455108 1.02146 1
12325939 2 1.79779 1.08458 4
12325940 0 0.888382 1.05159 3
12325941 1 0.983158 1.05078 3
12325942 0 -1.4578 0.915137 2
12325943 2 0.432379 1.01496 2
12325944 0 -0.601986 0.9701 1
12325945 1 0.789117 1.04243 1
12325946 0 -0.318841 0.991521 1
12325947 1 1.02776 1.05304 1
12325948 1 1.66119 1.08438 0
12325949 1 2.72673 1.12616 2
12325950 1 0.548127 1.02677 4
12325951 0 -0.221938 0.985067 2
12325952 2 1.18896 1.05366 6
12325953 2 1.88007 1.08752 1
12325954 0 -1.19838 0.933575 3
12325955 0 -0.854981 0.958405 2
12325956 1 1.1482 1.05552 3
12325957 0 -2.54153 0.869407 3
12325958 1 1.36266 1.06497 1
12325959 0 -0.603539 0.940896 1
12325960 1 0.488883 1.03132 2
12325961 0 0.919862 1.04257 3
12325962 1 1.79985 1.08706 2
12325963 2 0.939955 1.03274 1
12325964 0 0.785411 1.03939 2
12325965 2 2.68666 1.13663 3
12325966 1 0.709889 1.04502 2
12325967 2 2.28904 1.10825 2
12325968 0 -0.113988 0.988734 1
12325969 1 1.59349 1.0682 2
12325970 1 1.70072 1.08153 2
12325971 1 2.78471 1.13292 1
12325972 0 0.0845519 0.99505 1
12325973 0 1.25431 1.07678 4
12325974 1 1.25805 1.06235 2
12325975 0 1.82649 1.0895 2
12325976 0 -0.711165 0.976606 2
12325977 1 1.29044 1.07328 2
12325978 1 3.00977 1.15979 4
12325979 0 -0.337403 0.961111 1
12325980 2 4.09407 1.1811 3
12325981 1 2.39379 1.12041 1
12325982 1 2.61792 1.12998 0
12325983 0 -0.697728 0.94899 2
12325984 1 1.38764 1.06542 2
12325985 0 0.0939547 1.00436 1
12325986 2 1.49592 1.08187 1
12325987 0 0.299944 1.00839 1
12325988 2 2.54267 1.14419 1
12325989 1 0.738534 1.02789 0
12325990 1 -0.74847 0.952672 0
12325991 1 -0.0778035 1.00192 1
12325992 1 0.959548 1.05616 2
12325993 2 1.40143 1.05744 2
12325994 2 3.15445 1.13656 4
12325995 2 3.02683 1.16227 1
12325996 0 0.0111284 0.98889 2
12325997 1 0.0495341 1.0189 2
12325998 1 -1.08562 0.949062 0
12325999 1 0.727832 1.02203 1
12326000 0 -0.136621 1.00214 1
12326001 0 0.315843 1.00445 1
12326002 2 3.14755 1.14557 2
12326003 1 1.39693 1.06121 2
12326004 1 2.44359 1.12441 6
12326005 2 0.651212 1.03651 2
12326006 0 -1.795 0.915171 0
12326007 2 1.58726 1.07549 1
12326008 1 1.81343 1.10384 2
12326009 2 2.08812 1.09088 3
12326010 0 0.483333 1.04667 0
12326011 1 0.442026 1.01032 3
12326012 1 1.81392 1.10342 2
12326013 1 2.73214 1.1457 2
12326014 0 -0.0766925 0.997599 1
12326015 1 2.25697 1.11357 0
12326016 1 1.53638 1.07658 5
12326017 1 -0.0610441 0.985671 1
12326018 1 -0.43369 0.981409 2
12326019 1 0.563309 1.03767 2
12326020 1 -0.0299161 1.00283 1
12326021 1 0.811973 1.04001 5
12326022 1 1.53676 1.0933 2
12326023 2 4.62964 1.23487 1
12326024 0 0.735926 1.03553 1
12326025 1 0.962268 1.05135 0
12326026 2 1.1733 1.06034 4
12326027 0 -0.508954 0.965705 2
12326028 1 2.48693 1.12413 1
12326029 0 0.93941 1.0409 2
12326030 1 0.294448 1.01882 0
12326031 1 -0.604103 0.988811 1
12326032 1 1.78793 1.08988 8
12326033 1 0.514384 1.02596 2
12326034 1 0.351742 0.996587 0
12326035 0 -1.62242 0.915346 3
12326036 0 1.09327 1.06177 3
12326037 1 1.73273 1.08277 4
12326038 1 0.000663309 0.99777 1
12326039 1 0.042864 0.993211 2
12326040 1 1.4285 1.07078 1
12326041 1 -0.118042 0.994168 1
12326042 0 -0.411327 0.973313 2
12326043 0 -0.596154 0.966368 4
12326044 1 0.792894 1.03781 1
12326045 0 -0.343695 0.997025 4
12326046 0 1.56505 1.07615 1
12326047 1 1.05024 1.05422 2
12326048 1 0.903326 1.04342 1
12326049 2 0.976893 1.04667 0
12326050 0 0.504656 1.01616 2
12326051 1 1.36453 1.05357 0
12326052 1 2.01821 1.08937 1
12326053 1 2.67941 1.13471 1
12326054 0 0.915443 1.05046 1
12326055 1 2.58799 1.13041 4
12326056 2 1.84949 1.09107 3
12326057 1 2.1648 1.1051 2
12326058 0 -0.0541717 1.01135 5
12326059 1 1.38347 1.06355 4
12326060 2 2.88926 1.12605 4
12326061 0 1.29617 1.06291 3
12326062 2 2.23901 1.10241 3
12326063 1 0.817698 1.0581 4
12326064 1 0.0883246 1.01165 1
12326065 0 0.89674 1.03777 5
12326066 2 2.53198 1.12832 3
12326067 0 1.33984 1.06023 1
12326068 1 -0.469818 0.970859 4
12326069 0 -0.453551 0.967886 4
12326070 2 0.0398526 1.02317 1
12326071 1 0.924255 1.05859 0
12326072 0 1.59652 1.09966 2
12326073 1 0.27972 1.00714 2
12326074 1 0.293546 1.0427 1
12326075 2 1.57181 1.07391 2
12326076 2 1.63256 1.08534 0
12326077 1 0.411274 1.00528 2
12326078 0 1.22321 1.05786 2
12326079 2 3.0034 1.15586 4
12326080 1 1.60044 1.07238 0
12326081 0 -1.68857 0.920899 1
12326082 1 0.827064 1.0551 2
12326083 1 2.12216 1.10247 1
12326084 1 -0.0901244 1.00193 3
12326085 0 -0.0610507 1.00487 4
12326086 0 -0.0189499 1.02644 0
12326087 1 3.27281 1.15747 4
12326088 2 4.00544 1.20191 5
12326089 0 -0.630695 0.968209 2
12326090 1 -0.290051 0.977293 4
12326091 0 -0.591308 0.972203 1
12326092 1 -0.777263 0.93766 1
12326093 0 -1.79592 0.891896 1
12326094 0 -0.824607 0.950027 1
12326095 1 0.00423431 1.00838 2
12326096 1 0.607286 1.0501 2
12326097 0 1.30218 1.05915 2
12326098 2 1.20273 1.07508 5
12326099 1 0.499383 1.0051 3
12326100 1 0.511619 1.01143 3
12326101 2 0.971663 1.05824 3
12326102 1 -0.577515 0.965669 3
12326103 1 1.06564 1.05864 0
12326104 0 -0.988977 0.954341 1
12326105 0 -0.140056 0.992091 3
12326106 2 1.38386 1.07821 2
12326107 2 1.79018 1.10132 2
12326108 1 1.12217 1.0651 4
12326109 1 2.58199 1.11385 2
12326110 2 2.51632 1.13212 1
12326111 2 1.44818 1.08008 1
12326112 1 1.99382 1.10484 0
12326113 0 0.879294 1.04543 2
12326114 1 2.02888 1.11117 1
12326115 1 1.44503 1.073 2
12326116 1 -0.726263 0.962538 0
12326117 0 0.124886 1.00377 3
12326118 1 1.94178 1.11493 1
12326119 2 1.98556 1.11245 2
12326120 1 1.71057 1.07026 2
12326121 1 2.34243 1.13149 2
12326122 0 1.91999 1.10285 0
12326123 1 1.16674 1.04665 3
12326124 0 1.44693 1.04673 3
12326125 2 2.14767 1.11061 5
12326126 0 0.366831 1.01388 3
12326127 0 0.356765 1.00942 1
12326128 0 1.12819 1.05455 0
12326129 0 -1.12472 0.958746 1
12326130 0 1.65334 1.06877 1
12326131 1 1.29884 1.05744 2
12326132 1 -0.0268636 0.99247 1
12326133 0 -0.360004 0.965959 1
12326134 0 -1.42166 0.923941 1
12326135 2 3.04635 1.15689 4
12326136 0 -0.783877 0.966154 2
12326137 1 1.31683 1.05244 2
12326138 1 1.68782 1.09842 1
12326139 2 1.83047 1.09069 0
12326140 1 0.31814 1.01398 2
12326141 0 2.04006 1.07482 3
12326142 1 2.2278 1.11271 2
12326143 0 -1.12451 0.958705 0
12326144 0 -1.84596 0.894534 0
12326145 2 1.94353 1.11673 0
12326146 1 0.792452 1.05349 1
12326147 0 -1.66513 0.936387 1
12326148 1 2.58262 1.11818 1
12326149 1 2.69259 1.14012 5
12326150 1 -0.957946 0.954388 4
12326151 1 1.26793 1.0635 3
12326152 0 -0.591012 0.958641 2
12326153 1 2.21838 1.08472 2
12326154 0 0.82257 1.03894 2
12326155 1 0.966636 1.02844 1
12326156 1 -0.62092 0.995485 0
12326157 0 0.179608 1.00554 4
12326158 0 -0.173738 0.99187 2
12326159 2 0.688026 1.02282 0
12326160 1 -0.871735 0.962237 4
12326161 1 1.31979 1.08045 1
12326162 1 1.19307 1.04454 1
12326163 0 1.28183 1.07629 2
12326164 1 0.0941114 0.987497 1
12326165 0 -0.10081 1.00344 0
12326166 2 1.51903 1.07919 2
12326167 0 0.0749269 0.996985 0
12326168 1 0.529235 1.02104 1
12326169 2 3.18409 1.14891 2
12326170 2 1.9182 1.08548 2
12326171 2 1.51325 1.06361 0
12326172 1 0.723219 1.0257 4
12326173 1 -0.610009 0.971682 1
12326174 1 2.15907 1.10473 2
12326175 2 1.52987 1.07272 1
12326176 1 -0.23932 0.986297 2
12326177 1 0.262054 1.01457 4
12326178 1 0.66863 1.05199 0
12326179 0 -0.135326 0.985826 2
12326180 1 0.416254 1.01859 2
12326181 2 1.51738 1.07823 4
12326182 1 0.578779 1.02637 0
12326183 2 2.20759 1.10764 2
12326184 2 1.34332 1.07652 1
12326185 0 1.12322 1.04142 2
12326186 0 -0.533328 0.969734 2
12326187 0 -0.517101 0.970686 3
12326188 1 0.617041 1.03039 2
12326189 1 0.861966 1.04725 1
12326190 1 2.08887 1.10652 2
12326191 2 2.65302 1.12635 2
12326192 0 0.897007 1.04485 1
12326193 0 -0.944249 0.941997 1
12326194 1 1.40699 1.07403 3
12326195 2 1.49704 1.06076 1
12326196 1 1.1349 1.07582 1
12326197 0 -0.00121337 1.01568 0
12326198 1 0.961466 1.03192 1
12326199 1 1.92569 1.09613 3
12326200 0 -0.959058 0.965204 1
12326201 0 -0.112862 1.0039 2
12326202 1 0.0218271 0.992713 1
12326203 1 2.03156 1.08228 1
12326204 0 0.176146 1.01133 2
