index geno pheno fit children
12322773 0 0.196192 1.02991 2
12322774 1 0.583717 1.02732 1
12322775 0 -0.233947 0.988065 5
12322776 0 0.886215 1.04388 4
12322777 0 0.603621 1.01713 3
12322778 2 1.31055 1.05764 2
12322779 1 1.83599 1.07941 3
12322780 1 1.32352 1.06966 0
12322781 1 0.133511 0.995417 3
12322782 0 -0.434287 0.971955 3
12322783 0 1.59517 1.08049 0
12322784 0 -0.062344 0.999261 1
12322785 1 -0.859027 0.960055 1
12322786 1 1.23101 1.06332 1
12322787 1 -0.773996 0.962729 1
12322788 0 -1.69901 0.907504 2
12322789 2 3.7523 1.19258 3
12322790 2 -0.332437 0.984012 0
12322791 0 1.10247 1.05462 0
12322792 2 1.83818 1.09571 2
12322793 2 1.3607 1.06458 3
12322794 1 0.617789 1.02507 3
12322795 1 0.0115858 1.00634 2
12322796 1 0.106963 1.02594 4
12322797 1 2.29794 1.10615 1
12322798 0 -1.91544 0.894652 0
12322799 2 2.64039 1.13478 1
12322800 0 -0.810113 0.96433 0
12322801 0 -0.312798 0.982483 0
12322802 1 3.55379 1.17821 2
12322803 0 0.641877 1.02369 2
12322804 0 1.99399 1.09947 2
12322805 0 0.0504217 0.996309 1
12322806 1 0.649858 1.03423 2
12322807 0 1.01302 1.05267 0
12322808 0 0.359708 1.04229 3
12322809 1 1.52823 1.07801 2
12322810 1 1.66311 1.09517 1
12322811 1 1.42826 1.07206 3
12322812 1 1.52972 1.07646 1
12322813 1 -0.49354 0.966489 0
12322814 2 2.07553 1.10643 4
12322815 1 0.0705731 1.03018 2
12322816 1 -0.0824676 0.998796 2
12322817 0 -1.01617 0.948357 3
12322818 1 0.111752 0.997828 1
12322819 1 0.579889 1.03965 0
12322820 1 -0.45812 0.973633 0
12322821 1 1.86881 1.089 1
12322822 1 1.34137 1.06242 0
12322823 0 1.13214 1.04505 2
12322824 0 2.00949 1.10739 1
12322825 2 3.16164 1.15343 3
12322826 2 2.02476 1.10878 2
12322827 1 0.130214 1.00539 2
12322828 2 2.23749 1.11319 2
12322829 0 2.00423 1.09275 3
12322830 0 0.993703 1.06808 1
12322831 0 -1.37137 0.926341 3
12322832 2 1.42941 1.06716 1
12322833 0 1.46158 1.08319 4
12322834 1 0.983743 1.06808 2
12322835 1 0.361368 1.02303 3
12322836 1 -0.180574 0.99653 0
12322837 0 -1.40104 0.934564 0
12322838 1 0.40245 1.01954 0
12322839 2 2.23713 1.10983 2
12322840 1 0.420028 1.00377 5
12322841 2 1.41591 1.06604 2
12322842 1 0.311703 1.03531 3
12322843 0 -0.956793 0.949568 1
12322844 1 1.02574 1.02096 3
12322845 2 2.55588 1.12109 4
12322846 1 0.358397 1.02276 0
12322847 2 3.3031 1.1729 5
12322848 0 -1.08109 0.936827 2
12322849 0 -0.854463 0.9676 2
12322850 0 0.0643019 0.982476 1
12322851 2 2.88772 1.15619 0
12322852 1 2.24291 1.11546 4
12322853 0 -0.831243 0.956537 2
12322854 1 1.80342 1.10952 5
12322855 1 2.10576 1.1202 4
12322856 2 0.346444 1.01197 4
12322857 1 1.04475 1.03486 5
12322858 0 -0.390757 0.976474 2
12322859 1 0.796222 1.05258 2
12322860 2 3.65865 1.17515 3
12322861 2 0.0781733 1.00603 1
12322862 0 0.717627 1.05325 2
12322863 1 2.01175 1.11002 2
12322864 1 1.07867 1.05499 1
12322865 1 0.715271 1.02919 2
12322866 1 -1.41773 0.938521 1
12322867 0 0.979054 1.04561 4
12322868 2 1.22527 1.05597 2
12322869 1 1.55473 1.0652 7
12322870 2 2.98621 1.14038 0
12322871 0 0.31268 1.02789 1
12322872 1 -0.0585606 1.00962 3
12322873 1 1.39133 1.05452 1
12322874 1 0.905897 1.03797 2
12322875 1 -0.199204 0.979675 0
12322876 1 0.407947 1.01379 3
12322877 0 0.637 1.02368 2
12322878 1 0.827424 1.04957 3
12322879 1 1.44004 1.06574 2
12322880 1 0.649274 1.02358 1
12322881 1 3.19367 1.16688 2
12322882 1 0.465532 1.02777 1
12322883 0 -0.139431 0.9958 1
12322884 0 -0.0369102 0.988947 1
12322885 0 -0.715655 0.966626 1
12322886 2 1.99955 1.0952 1
12322887 1 2.0612 1.09474 2
12322888 1 0.385397 1.02809 1
12322889 1 0.305253 1.01113 3
12322890 0 -1.23544 0.91964 4
12322891 2 0.900461 1.04545 1
12322892 0 -1.24805 0.933229 3
12322893 0 0.554915 1.01839 1
12322894 0 -0.00270478 0.998566 3
12322895 0 0.188733 1.00438 5
12322896 2 1.68003 1.07643 1
12322897 0 -2.01293 0.901843 1
12322898 1 1.63494 1.09005 2
12322899 2 0.222995 1.01055 3
12322900 0 -1.21404 0.946267 0
12322901 1 1.21396 1.07099 2
12322902 1 0.0424664 0.983089 3
12322903 0 1.17197 1.06414 2
12322904 1 1.26322 1.07597 5
12322905 0 -0.605956 0.983483 3
12322906 0 0.938543 1.0389 2
12322907 1 1.99287 1.09076 6
12322908 1 0.224169 1.00665 1
12322909 2 3.21067 1.154 2
12322910 0 0.299591 1.02754 5
12322911 0 0.172218 1.02243 1
12322912 0 -1.39259 0.910433 1
12322913 0 0.490088 1.03891 3
12322914 2 3.29048 1.16311 0
12322915 2 0.683668 1.03732 1
12322916 0 -2.12535 0.897188 2
12322917 1 -0.453531 0.977024 2
12322918 0 -0.110611 0.983178 1
12322919 0 0.263459 1.01783 2
12322920 1 1.13746 1.04279 1
12322921 0 1.2755 1.0607 0
12322922 1 0.745785 1.05451 1
12322923 1 0.759797 1.04696 0
12322924 0 0.0508489 1.01043 3
12322925 0 -0.0853568 1.00876 4
12322926 1 1.88849 1.10688 3
12322927 1 0.724341 1.05249 0
12322928 1 1.29264 1.07505 0
12322929 0 -1.02496 0.939183 1
12322930 1 1.15746 1.06037 5
12322931 1 1.38997 1.0698 4
12322932 1 0.0680726 0.992882 1
12322933 1 1.10521 1.07462 1
12322934 2 2.41973 1.12453 0
12322935 2 2.29739 1.12102 3
12322936 0 -0.252715 0.997141 1
12322937 1 0.643871 1.03339 0
12322938 1 1.23808 1.06371 3
12322939 1 0.609556 1.02602 3
12322940 1 2.4296 1.1277 3
12322941 2 2.68012 1.13143 3
12322942 1 2.58626 1.11893 1
12322943 1 -0.586809 0.952707 2
12322944 0 -1.13442 0.963404 2
12322945 1 1.8062 1.09069 2
12322946 0 -0.306563 0.997401 2
12322947 1 1.53091 1.08781 3
12322948 1 0.262216 0.990085 1
12322949 1 0.615661 1.03072 2
12322950 1 -2.18352 0.899877 4
12322951 2 2.456 1.12511 2
12322952 2 3.04434 1.16429 1
12322953 0 -1.00776 0.94045 2
12322954 0 -0.793994 0.952674 1
12322955 1 1.10005 1.0505 2
12322956 0 1.97418 1.08827 2
12322957 2 1.66307 1.08436 3
12322958 1 -0.882364 0.938106 1
12322959 1 1.40286 1.05506 2
12322960 0 1.57887 1.08178 1
12322961 2 2.54017 1.14193 1
12322962 1 1.89258 1.09113 1
12322963 0 0.0555128 1.0027 3
12322964 2 1.8256 1.09366 1
12322965 0 -1.0149 0.964764 3
12322966 0 -1.81094 0.909795 2
12322967 2 2.62659 1.13462 2
12322968 0 -1.09338 0.946325 0
12322969 0 0.447943 1.02497 3
12322970 2 0.876995 1.03197 2
12322971 0 -0.20796 1.00458 1
12322972 1 0.939797 1.03709 1
12322973 2 1.68648 1.09962 5
12322974 2 2.10242 1.09438 4
12322975 1 1.8802 1.10036 0
12322976 2 1.75594 1.0933 2
12322977 1 1.08678 1.02591 4
12322978 2 2.38048 1.1227 5
12322979 0 -1.54965 0.933197 4
12322980 0 -0.0146604 0.998186 1
12322981 0 0.385963 1.01057 1
12322982 2 0.979015 1.04777 2
12322983 2 0.263241 1.00128 5
12322984 0 0.874177 1.04471 0
12322985 0 -0.720897 0.966845 2
12322986 1 1.40455 1.08831 2
12322987 1 1.56012 1.0709 6
12322988 2 1.84359 1.09702 2
12322989 0 0.602985 1.03717 3
12322990 2 2.80543 1.14556 4
12322991 1 -0.905721 0.952577 3
12322992 0 0.698029 1.02263 2
12322993 0 0.721164 1.04748 0
12322994 2 1.86228 1.0963 4
12322995 0 -1.28744 0.923989 1
12322996 2 2.23295 1.11908 1
12322997 2 0.668264 1.02293 1
12322998 1 0.768967 1.05855 2
12322999 1 2.09237 1.11108 0
12323000 0 -1.7258 0.903786 1
12323001 1 1.86995 1.09776 4
12323002 1 2.01742 1.08555 2
12323003 1 0.378203 1.01056 2
12323004 1 0.57513 1.01792 3
12323005 2 0.883321 1.04708 2
12323006 1 0.508161 1.03872 0
12323007 2 2.45897 1.11573 0
12323008 1 2.91735 1.13893 6
12323009 2 1.24002 1.06322 4
12323010 1 -0.0458527 1.00949 2
12323011 0 -1.45693 0.912812 1
12323012 1 0.571934 1.03707 2
12323013 2 3.00105 1.1471 1
12323014 1 1.28482 1.069 3
12323015 0 0.432841 1.02269 2
12323016 1 1.75705 1.0712 2
12323017 1 0.670976 1.03942 3
12323018 1 1.93171 1.08625 2
12323019 0 0.227651 0.992846 5
12323020 1 2.30392 1.1125 1
12323021 1 1.63435 1.09156 3
12323022 0 -0.479019 0.974788 3
12323023 0 0.787326 1.03774 1
12323024 1 3.54562 1.16701 2
12323025 0 0.921086 1.03033 0
12323026 1 0.647763 1.02831 5
12323027 1 0.495943 1.02518 3
12323028 0 -0.617253 0.977711 2
12323029 1 1.16385 1.07107 1
12323030 1 2.10803 1.09568 1
12323031 0 0.562783 1.02473 4
12323032 1 1.29886 1.07713 6
12323033 0 0.86892 1.04402 1
12323034 0 0.516393 1.01454 2
12323035 2 -0.10961 0.97641 1
12323036 0 -0.228683 0.982162 1
12323037 1 0.130917 1.01578 5
12323038 0 -1.60404 0.938529 3
12323039 0 -1.1021 0.922378 2
12323040 1 0.683384 1.04215 1
12323041 1 1.48567 1.0652 2
12323042 2 3.51157 1.16605 1
12323043 1 1.97395 1.09344 3
12323044 1 1.49802 1.07991 1
12323045 0 0.187997 0.998862 1
12323046 0 -0.0423541 1.0204 2
12323047 2 1.89281 1.10807 3
12323048 0 0.126178 1.01106 1
12323049 1 -0.314002 0.977457 0
12323050 1 0.795407 1.05045 2
12323051 0 -1.26056 0.946717 2
12323052 1 0.830858 1.03072 5
12323053 1 1.19868 1.06441 3
12323054 1 2.1184 1.10375 0
12323055 2 3.02491 1.15501 0
12323056 1 1.29827 1.06126 3
12323057 1 -0.0623158 0.991004 1
12323058 1 -0.54868 0.969623 2
12323059 1 -0.353595 0.991513 1
12323060 1 1.25252 1.0536 3
12323061 2 3.02657 1.15491 5
12323062 1 0.45568 1.00509 1
12323063 2 -0.516027 0.96322 1
12323064 0 -0.719377 0.966957 1
12323065 2 3.35919 1.16272 3
12323066 0 -1.13435 0.94587 0
12323067 2 0.91699 1.04849 4
12323068 2 2.78627 1.13426 3
12323069 0 -2.43495 0.874775 0
12323070 0 -0.176211 0.996927 7
12323071 1 2.30324 1.11187 1
12323072 2 1.11498 1.04535 2
12323073 2 2.7926 1.13534 1
12323074 0 0.132318 1.01393 4
12323075 1 2.44124 1.12762 3
12323076 2 2.36773 1.13914 1
12323077 1 0.28339 1.0242 0
12323078 1 1.30255 1.0427 0
12323079 1 1.17756 1.06157 0
12323080 2 -0.0609426 1.01206 2
12323081 1 0.686671 1.04385 0
12323082 1 -1.00456 0.954996 2
12323083 1 1.47614 1.08324 2
12323084 0 1.49225 1.0578 3
12323085 1 1.51274 1.04938 1
12323086 0 -0.126812 0.995608 1
12323087 2 3.2744 1.17934 4
12323088 1 1.90647 1.07473 1
12323089 2 3.17202 1.15268 3
12323090 0 1.02899 1.06205 2
12323091 0 -0.28529 0.969821 1
12323092 0 0.380603 1.01292 0
12323093 2 2.85412 1.14191 1
12323094 0 -0.0992231 0.989998 3
12323095 0 0.398968 1.02094 0
12323096 1 2.38516 1.11017 1
12323097 2 1.27054 1.05841 1
12323098 1 -1.25431 0.953429 0
12323099 0 -0.543581 0.985328 2
12323100 0 -2.27743 0.888408 1
12323101 1 0.399373 1.02567 1
12323102 2 2.85989 1.15792 2
12323103 2 3.64298 1.19731 2
12323104 0 -0.719428 0.966604 4
12323105 1 -0.256782 0.988421 1
12323106 2 1.40622 1.08011 2
12323107 1 1.02923 1.0553 1
12323108 0 -0.740131 0.96046 1
12323109 0 0.531703 1.0269 0
12323110 0 0.906546 1.02864 4
12323111 0 -0.272397 0.999073 0
12323112 1 1.42029 1.06956 0
12323113 0 -0.240897 0.995258 3
12323114 1 -0.0934738 0.989783 5
12323115 1 2.34998 1.11168 1
12323116 1 0.194892 1.01711 3
12323117 1 -0.208559 0.996266 2
12323118 2 2.04416 1.10059 1
12323119 0 1.80656 1.08397 2
12323120 1 2.34591 1.11224 0
12323121 1 1.22682 1.04575 1
12323122 0 1.55139 1.08855 2
12323123 0 -1.34152 0.922999 1
12323124 0 -0.45811 0.974213 1
12323125 0 0.887871 1.05646 1
12323126 1 0.933007 1.0413 1
12323127 1 2.27541 1.10804 0
12323128 1 0.729412 1.04389 0
12323129 2 2.91999 1.14579 2
12323130 1 2.27027 1.13034 3
12323131 1 0.933783 1.04979 5
12323132 2 2.38851 1.11777 1
12323133 1 2.19449 1.13538 3
12323134 0 -0.46049 0.982877 1
12323135 1 0.177079 1.00671 4
12323136 1 -0.516399 0.96143 0
12323137 0 -1.65841 0.907179 3
12323138 0 0.487573 1.03246 2
12323139 1 0.617011 1.0393 3
12323140 2 2.23255 1.10149 2
12323141 2 2.60065 1.14007 2
12323142 1 1.7606 1.08031 3
12323143 0 -0.84797 0.962887 1
12323144 1 1.3072 1.08142 3
12323145 0 -1.64565 0.930289 2
12323146 2 2.76556 1.15745 3
12323147 1 1.00004 1.03954 1
12323148 1 2.06217 1.10455 2
12323149 0 0.305896 1.00126 3
12323150 0 -0.458084 0.984687 1
12323151 2 1.13339 1.05774 1
12323152 1 0.461185 1.02769 3
12323153 0 -3.3351 0.849883 0
12323154 0 0.095948 1.00517 2
12323155 0 -0.531147 0.971041 0
12323156 1 -0.503119 0.977109 1
12323157 0 -0.257829 1.00716 1
12323158 1 -0.161081 0.993606 1
12323159 1 1.61929 1.08001 3
12323160 1 0.936146 1.03104 2
12323161 1 -0.301431 0.98842 3
12323162 1 -1.23186 0.936297 2
12323163 0 1.13591 1.05591 0
12323164 0 1.35154 1.06927 4
12323165 1 0.503134 1.02261 2
12323166 1 1.18157 1.04145 1
12323167 1 1.69428 1.09957 1
12323168 1 1.6454 1.11089 2
12323169 1 1.19063 1.04915 1
12323170 1 1.07156 1.06071 1
12323171 1 1.20286 1.07626 0
12323172 2 1.6087 1.07975 5
12323173 0 0.377108 1.02947 1
12323174 0 0.596722 1.03875 5
12323175 2 0.474616 1.04823 2
12323176 1 2.30018 1.12782 1
12323177 0 -1.35303 0.934644 2
12323178 1 1.69417 1.09573 1
12323179 0 1.09306 1.04356 4
12323180 2 1.07214 1.04242 4
12323181 0 0.454968 1.02812 3
12323182 1 0.777984 1.03727 1
12323183 1 0.0494489 1.01873 2
12323184 0 -0.543589 0.983716 1
12323185 1 -1.77525 0.920901 2
12323186 2 2.60618 1.13043 4
12323187 1 1.41636 1.07133 2
12323188 2 1.8613 1.0894 1
12323189 2 0.833026 1.03816 2
12323190 1 0.407196 1.01831 2
12323191 0 1.05976 1.06104 2
12323192 1 1.65044 1.08421 1
12323193 1 3.11454 1.14935 1
12323194 1 0.518017 1.02192 3
12323195 1 1.07007 1.05833 5
12323196 0 0.475038 1.01367 2
12323197 1 0.693572 1.02577 2
12323198 1 1.16379 1.06397 2
12323199 2 2.10464 1.11482 2
12323200 1 2.12125 1.10724 1
12323201 0 -0.353234 0.987435 1
12323202 1 0.657325 1.02771 3
12323203 1 2.68281 1.13446 3
12323204 1 3.16154 1.15984 3
12323205 0 1.28934 1.05842 2
12323206 1 2.03366 1.08948 3
12323207 1 1.45909 1.09079 3
12323208 0 0.710588 1.03256 3
12323209 1 0.00825701 0.998989 1
12323210 1 0.268746 1.00401 2
12323211 1 1.06148 1.04209 3
12323212 1 2.70266 1.13305 1
12323213 1 0.735204 1.03556 0
12323214 1 0.368151 1.00679 2
12323215 0 0.00763067 0.994467 2
12323216 1 1.01309 1.05045 0
12323217 0 0.276205 1.02684 2
12323218 1 3.94495 1.19143 2
12323219 1 1.79986 1.07789 1
12323220 2 2.07376 1.09341 3
12323221 1 1.12592 1.05769 2
12323222 0 0.07559 1.0108 1
12323223 2 2.57011 1.12095 1
12323224 0 0.719096 1.04149 1
12323225 1 0.309836 0.996124 3
12323226 0 -1.02644 0.94836 2
12323227 2 2.52141 1.13634 1
12323228 1 -0.595141 0.954805 0
12323229 2 1.99846 1.11393 1
12323230 1 0.663753 1.0238 2
12323231 1 0.484147 1.01528 1
12323232 1 1.63762 1.09714 2
12323233 2 1.41673 1.08213 0
12323234 1 1.49144 1.09426 4
12323235 1 1.83041 1.076 2
12323236 0 0.96573 1.05654 2
12323237 1 -0.569976 0.996511 2
12323238 1 -1.16339 0.948863 3
12323239 1 2.28069 1.11123 2
12323240 0 -0.600836 0.960251 2
12323241 0 -1.01668 0.943846 0
12323242 1 1.97214 1.09234 3
12323243 2 1.16023 1.07328 1
12323244 1 1.83795 1.09451 3
12323245 0 -0.817896 0.951675 0
12323246 1 0.648195 1.02105 6
12323247 2 3.78748 1.19688 6
12323248 1 0.797907 1.04179 0
12323249 0 -1.33048 0.936235 2
12323250 1 0.590458 1.04229 1
12323251 0 -0.0569117 0.98512 4
12323252 0 0.979795 1.03368 2
12323253 0 -0.172508 0.975809 2
12323254 0 0.906895 1.03028 2
12323255 1 1.34913 1.08103 3
12323256 2 2.81973 1.15353 2
12323257 1 0.454509 1.01336 4
12323258 1 0.641752 1.01787 4
12323259 1 0.0727495 1.01379 6
12323260 0 -0.0942668 0.981096 3
12323261 1 1.48398 1.07998 2
12323262 1 0.56996 1.02598 2
12323263 1 2.32246 1.0894 5
12323264 0 -1.10192 0.937577 4
12323265 1 1.42233 1.08306 4
12323266 0 0.296354 1.02189 1
12323267 0 -1.11553 0.937766 4
12323268 1 -0.643162 0.972582 1
12323269 2 -0.31732 0.983408 3
12323270 0 -1.66958 0.925503 2
12323271 0 -0.219909 0.96947 3
12323272 0 0.898434 1.04462 4
12323273 2 1.7162 1.09549 2
12323274 2 2.9053 1.1395 0
12323275 1 0.631019 1.02406 2
12323276 0 -0.839986 0.967421 3
12323277 1 -0.582548 0.984595 2
12323278 2 1.96963 1.09283 7
12323279 0 1.34866 1.05951 2
12323280 0 0.594245 1.02318 4
12323281 2 3.47567 1.16748 3
12323282 0 -0.40685 0.992451 2
12323283 1 0.821213 1.0412 0
12323284 1 0.76264 1.02672 4
12323285 1 -0.126199 0.986348 3
12323286 0 -0.442866 0.963362 1
12323287 2 1.63783 1.06645 1
12323288 0 -0.804242 0.947539 2
12323289 1 0.668994 1.03148 0
12323290 1 0.709377 1.03459 3
12323291 1 0.802672 1.04377 2
12323292 0 -1.0355 0.960558 4
12323293 1 1.46379 1.06418 2
12323294 1 0.860459 1.04418 0
12323295 1 1.72571 1.09716 2
12323296 1 2.46501 1.12928 3
12323297 1 0.654829 1.03987 0
12323298 0 -3.33229 0.84081 0
12323299 0 -1.90348 0.91131 1
12323300 2 -0.517556 0.970842 2
12323301 2 3.99835 1.18182 1
12323302 0 1.20092 1.0656 1
12323303 1 -0.876517 0.963521 1
12323304 0 1.88802 1.09486 1
12323305 2 0.64617 1.03898 0
12323306 0 -0.848031 0.948362 1
12323307 2 3.41626 1.15608 2
12323308 1 0.729609 1.03452 2
12323309 1 -1.33742 0.925308 4
12323310 1 0.169953 0.994109 4
12323311 1 -0.797446 0.950479 3
12323312 1 1.08907 1.04459 1
12323313 1 1.38392 1.0618 0
12323314 2 1.31777 1.05793 5
12323315 1 0.56866 1.03851 3
12323316 1 0.0489695 1.00265 1
12323317 2 1.88366 1.10431 3
12323318 2 0.796551 1.04458 1
12323319 1 0.910807 1.05181 3
12323320 0 0.256145 1.00592 1
12323321 0 0.613164 1.03736 4
12323322 2 1.26529 1.05885 3
12323323 0 1.21612 1.06076 2
12323324 1 -0.864753 0.95914 2
12323325 0 -0.297085 0.9772 3
12323326 0 1.02734 1.04368 2
12323327 1 -1.06409 0.942543 0
12323328 1 1.43501 1.07856 4
12323329 1 1.1352 1.06716 2
12323330 0 1.67467 1.06558 0
12323331 1 1.00937 1.04077 1
12323332 2 1.54363 1.07395 0
12323333 1 1.33025 1.05154 2
12323334 1 3.10911 1.16481 2
12323335 0 0.684621 1.02431 1
12323336 2 0.336729 1.01975 4
12323337 1 2.11853 1.09918 2
12323338 1 -0.0222333 0.993034 0
12323339 0 0.68049 1.03386 0
12323340 1 1.55942 1.07415 7
12323341 1 2.30744 1.10579 3
12323342 1 1.2757 1.07196 3
12323343 1 1.61012 1.08094 1
12323344 0 -2.77353 0.854777 0
12323345 1 2.6188 1.12127 0
12323346 1 1.23107 1.06289 0
12323347 0 -1.70865 0.909618 4
12323348 1 1.46683 1.09454 3
12323349 1 0.234591 0.988545 2
12323350 1 0.981033 1.04587 2
12323351 2 3.24901 1.16044 2
12323352 1 2.71365 1.12872 3
12323353 0 0.579827 1.02699 2
12323354 1 1.97944 1.10622 7
12323355 2 1.55428 1.07649 2
12323356 2 1.90403 1.07679 0
12323357 1 -0.64101 0.966142 4
12323358 1 1.36917 1.06668 1
12323359 0 -0.0224214 1.00868 1
12323360 1 1.16848 1.04749 4
12323361 1 0.00318962 0.989135 1
12323362 0 -0.967518 0.970814 3
12323363 0 -0.123069 0.988842 0
12323364 1 0.609211 1.01696 0
12323365 0 0.347099 1.04212 0
12323366 1 0.490066 1.02981 0
12323367 0 0.437009 1.01027 2
12323368 0 -0.601735 0.96192 0
12323369 1 2.56761 1.13569 7
12323370 1 0.934192 1.0312 0
12323371 1 1.58983 1.07889 5
12323372 1 1.53915 1.09035 3
12323373 2 3.55565 1.18327 2
12323374 1 1.1907 1.04888 1
12323375 0 0.446038 1.03394 3
12323376 1 0.799313 1.02771 0
12323377 1 0.358677 1.00987 3
12323378 2 3.30277 1.16993 1
12323379 1 1.2331 1.0828 3
12323380 2 2.56868 1.13001 2
12323381 2 1.45764 1.06529 3
12323382 1 0.465946 1.02735 3
12323383 2 4.27703 1.22431 2
12323384 0 0.111961 1.01237 1
12323385 2 2.57427 1.11491 1
12323386 1 1.51935 1.06953 0
12323387 1 1.9298 1.10643 1
12323388 1 0.0685052 1.0152 0
12323389 2 1.76776 1.07402 2
12323390 1 0.927073 1.03519 0
12323391 1 0.621645 1.03257 2
12323392 1 0.399404 1.00896 1
12323393 1 1.24235 1.04113 2
12323394 0 -0.295366 0.976862 1
12323395 2 1.83473 1.08027 1
12323396 0 -1.69128 0.891221 2
12323397 0 0.465043 1.01403 2
12323398 2 1.49638 1.09703 0
12323399 1 -0.236617 0.997973 2
12323400 0 0.800298 1.04714 2
12323401 0 -1.02316 0.944346 0
12323402 0 1.2211 1.0614 2
12323403 1 2.14633 1.10701 3
12323404 1 1.29598 1.05618 2
12323405 1 0.966592 1.03348 1
12323406 1 1.2883 1.05686 4
12323407 1 2.30853 1.10428 0
12323408 1 0.801327 1.03986 3
12323409 0 -0.894952 0.938982 2
12323410 0 1.647 1.07585 3
12323411 1 1.84693 1.10015 2
12323412 0 1.13832 1.06374 0
12323413 0 -1.1787 0.937759 2
12323414 0 0.307262 1.0104 1
12323415 2 2.08941 1.10769 1
12323416 2 3.14746 1.16446 3
12323417 0 -0.196217 1.00978 3
12323418 1 1.56428 1.07271 3
12323419 0 0.374034 1.01451 1
12323420 0 -0.612544 0.957539 3
12323421 0 0.331564 1.01995 0
12323422 0 0.692354 1.05203 2
12323423 1 1.07189 1.04956 0
12323424 0 -0.673374 0.976709 2
12323425 1 -1.46685 0.933288 3
12323426 1 1.33953 1.0931 2
12323427 0 -0.763146 0.951216 2
12323428 1 -0.227942 0.982956 1
12323429 1 3.58725 1.18919 1
12323430 1 -0.731603 0.966038 3
12323431 0 1.98808 1.10102 0
12323432 1 2.21928 1.10285 1
12323433 2 2.42566 1.11674 1
12323434 1 2.24488 1.11567 4
12323435 0 0.929059 1.0465 0
12323436 1 1.11876 1.049 3
12323437 1 1.82204 1.09878 1
12323438 1 0.835621 1.04023 1
12323439 0 -0.195464 0.994375 4
12323440 0 -0.101888 0.992222 0
12323441 0 -0.127353 0.983586 2
12323442 2 2.09326 1.1082 3
12323443 1 0.603686 1.02947 3
12323444 0 -0.0324923 1.0062 2
12323445 1 2.73456 1.12151 1
12323446 1 0.177843 1.00389 1
12323447 1 1.58329 1.07874 1
12323448 0 1.01279 1.05211 5
12323449 1 1.6168 1.0832 4
12323450 0 0.383174 1.01121 1
12323451 1 1.64529 1.09661 0
12323452 2 1.71638 1.09539 6
12323453 0 0.0523863 0.997306 0
12323454 2 1.68648 1.08857 2
12323455 1 0.00702401 1.00113 1
12323456 1 -0.10282 0.999574 2
12323457 0 0.50829 1.0371 2
12323458 2 2.01388 1.10384 4
12323459 0 0.581159 1.01094 1
12323460 1 1.41904 1.074 3
12323461 0 -1.19699 0.937125 2
12323462 1 1.79095 1.08844 0
12323463 2 3.43327 1.17253 4
12323464 1 1.79959 1.07943 2
12323465 1 1.82064 1.08364 7
12323466 1 -0.173809 0.997997 0
12323467 0 -1.65831 0.916297 2
12323468 0 -0.141235 0.985632 1
12323469 1 1.89045 1.08478 1
12323470 1 1.60303 1.06684 0
12323471 2 1.72434 1.08182 1
12323472 1 0.707558 1.03284 2
12323473 1 0.478562 1.03127 3
12323474 1 1.0528 1.05843 2
12323475 2 2.14052 1.10652 0
12323476 1 1.17513 1.05317 2
12323477 1 0.925408 1.05032 4
12323478 1 1.73035 1.05704 4
12323479 2 2.27147 1.12029 1
12323480 2 1.70427 1.07588 3
12323481 1 0.891806 1.03591 5
12323482 1 -0.855644 0.949106 3
12323483 0 -2.3493 0.875991 2
12323484 1 0.24006 1.00532 1
12323485 0 0.298881 0.997446 1
12323486 1 1.41532 1.07554 2
12323487 1 0.607784 1.01589 2
12323488 2 1.4402 1.0623 0
12323489 2 1.01222 1.04395 2
12323490 1 -0.40677 0.965964 0
12323491 1 2.11641 1.09895 4
12323492 0 1.82983 1.0852 4
12323493 1 1.00228 1.03643 3
12323494 1 2.89915 1.16471 0
12323495 0 -0.505734 0.953114 1
12323496 0 0.349164 1.00749 3
12323497 0 0.267121 1.0202 4
12323498 1 -0.0981881 1.00745 1
12323499 1 0.311188 1.01674 0
12323500 0 -0.504671 0.998845 3
12323501 0 -0.761809 0.972201 1
12323502 1 2.11019 1.10883 1
12323503 2 1.19253 1.07084 4
12323504 1 -0.342458 0.990478 2
12323505 0 0.0594889 0.998048 2
12323506 1 3.84548 1.1969 4
12323507 0 -1.38638 0.919276 1
12323508 1 1.58491 1.08207 3
12323509 1 2.54504 1.12244 5
12323510 2 -0.651219 0.956176 2
12323511 2 2.09025 1.11495 4
12323512 2 -0.46994 0.990268 2
12323513 2 1.63424 1.06753 1
12323514 1 2.41835 1.1176 0
12323515 1 1.71459 1.07659 2
12323516 1 0.813384 1.03658 3
12323517 0 -0.28213 1.00525 3
12323518 2 2.19156 1.1021 1
12323519 1 1.39688 1.06873 0
12323520 1 0.891604 1.0358 1
12323521 1 1.40938 1.06611 0
12323522 1 0.742146 1.03538 5
12323523 2 2.17425 1.11172 2
12323524 1 0.985279 1.04605 2
12323525 1 1.09691 1.04334 1
12323526 2 3.42589 1.19184 4
12323527 2 2.29647 1.11974 0
12323528 1 1.56511 1.0713 3
12323529 1 -0.00359246 0.99785 2
12323530 2 0.10386 1.00598 4
12323531 1 -0.705169 0.975265 0
12323532 1 0.182912 1.00161 2
12323533 0 0.429229 1.01765 2
12323534 0 0.581938 1.03154 6
12323535 0 -0.377289 0.986051 0
12323536 0 -0.141338 1.00196 3
12323537 2 1.62329 1.07097 3
